NOM DU LIEU,SOURCE_codes_temp,ADRESSE,TELEPHONE,URL,PUBLICS,TYPOLOGIE,ESPACES PROPOSÉS,DESCRIPTION,IMAGE,MODELE_JURIDIQUE,FABRIQUE_DE_TERRITOIRE,DEPARTEMENT,ÉTAT DE VOTRE TIERS-LIEUX,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Le 3ème Lieu,FTL,8 place de l’Église 44170 Abbaretz,02 28 05 01 95,http://www.3emelieu.fr/,Professionnels,T,,Le 3ème lieu est un tiers-lieu où cohabitent bureaux  open-space & commerces  avec une mixité de profils et d’activités et la mutualisation de moyens.,http://www.3emelieu.fr/wp-content/uploads/2017/11/021017-003-1.jpg,SARL/SAS/SA,NON,44,En activité,47.552678,-1.533794,8 Place de l'Eglise,8 Place de l'Eglise 44170 Abbaretz,Abbaretz,44170,undefined
L’Incubacteur Estuaire et Sillon,FTL,La Croix Gaudin 44360 Saint-Etienne de Montluc,02 40 85 55 75,https://www.lincubacteur.fr/,Professionnels,T,,Lincubacteur a pour vocation de booster la création et le développement des entreprises  en proposant notamment la location d’espaces évolutifs pour mettre fin à l’isolement des porteurs de projets et jeunes entreprises.,https://www.lincubacteur.fr/wp-content/uploads/2018/04/lincubacteur-coworking-2.jpg,SARL/SAS/SA,NON,44,En activité,47.281019,-1.733729,La Croix Gaudin,La Croix Gaudin 44360 Saint-Étienne-de-Montluc,Saint-Étienne-de-Montluc,44360,undefined
Coworkstation,FTL-CAPTL,1 route de Saint Fiacre 44190 Gorges,02 28 02 07 40,https://coworklisson.fr/,Professionnels,T-D,,La convergence entre un collectif d'acteurs économiques locaux et l'intercommunalité s'est effectuée progressivement de 2011 à la signature du partenariat en 2018. L'initiative du collectif autour de besoins communs d'espace de travail partagé  d'un cadre de travail adapté et convivial  de la mise en évidence des compétences de chacun... a abouti en 2017 à la création de l'association CoworKlisson et l'ouverture du 1er espace partagé Cowork Station à côté de la gare tram-train de Gorges. La Communauté de Communes Vallée de Clisson  devenue Clisson Sèvre Maine Agglo  a souhaité accompagner cette expérience pour mieux cerner les besoins locaux des entrepreneurs et actifs en télétravail en vue du développement d'une offre immobilière tertiaire (projet de la maison de l'économie).,https://coworklisson.fr/wp-content/uploads/coworkstation-coworking-gorges-44.jpg,Association,NON,44,En activité,47.100089,-1.306367,1 Route de Saint-Fiacre,1 Route de Saint-Fiacre 44190 Gorges,Gorges,44190,undefined
MiniHub,PiNG-FTL,6 rue des Filatures ZA de Tabari Sud 44190 Clisson,0240067139,https://www.linkedin.com/company/minihub/,Professionnels – Citoyens,T-O-D,,Le MiniHub : La société ADI et l’association Gullivigne se sont réunies pour créer un tiers lieu tout nouveau à Clisson. Un lieu de réunions / formations / séminaires qui offre un coin de détente « cosy ». Vous y trouverez également un « FabLab » : un laboratoire de créations doté d'outils de fabrication  notamment à commande numérique (imprimantes 3D  découpe laser  fraiseuse CNC..) Ce tiers-lieu se veut un espace d'innovation  de développement des savoirs et compétences  au service du plus grand nombre à travers le vignoble nantais : le grand public mais aussi des entrepreneurs pour leurs essais en prototypage .. Le MiniHub dispose d’un parking gratuit et est situé à proximité des nombreux restaurants et food-trucks clissonnais.  Au centre du triangle Nantes - Cholet – La Roche s/Yon... un espace à découvrir absolument.,https://gullivigne.org/wp-content/uploads/2019/08/DSC01419.jpg,SARL/SAS/SA,NON,44,En activité,47.078194,-1.290865,6 Rue des Filatures,6 Rue des Filatures 44190 Clisson,Clisson,44190,undefined
Le Fablab Pays d’Ancenis,PiNG-CAPTL,5 Place Armand de Béthune 44150 Ancenis,Non renseigné,https://www.fablabancenis.fr/,Professionnels – Citoyens,T-O-D,,Le Fablab Pays d'Ancenis est un fablab ouvert à tout public désireux de concrétiser un projet en utilisant des outils numériques,,Association,NON,44,En activité,47.364357,-1.191305,5 Place Armand de Bethune,5 Place Armand de Bethune 44150 Ancenis-Saint-Géréon,Ancenis-Saint-Géréon,44150,undefined
Cultivons les Cailloux,CAPTL,119 rue des Douves 44150 Ancenis,02 72 52 60 90,https://www.cultivonslescailloux.org,Professionnels – Citoyens,T-O-D-C,,Un collectif local pour une consommation réfléchie. Cultivons les Cailloux rassemble des professionnels (artisans  créateurs  producteurs  praticiens)  des citoyens et des associations de la région d’Ancenis. Nous souhaitons induire de la coopération  des synergies afin de valoriser  développer et faire émerger les initiatives «responsables» de notre territoire. Notre  Tiers lieu  situé au coeur d’Ancenis  est orienté production et consommation réfléchies. Il abrite une boutique partagée  un espace bien-vivre et un espace pour les ateliers créatifs ou bien-être.  SOLIDARITE - CONVIVIALITE - CREATIVITE,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/cultivonslescailloux.jpeg,Association,NON,44,En activité,47.364618,-1.178226,119 Rue des Douves,119 Rue des Douves 44150 Ancenis-Saint-Géréon,Ancenis-Saint-Géréon,44150,undefined
Cowork Notre Dame,CAPTL,21 Route de Nantes 44430 Le Loroux-Bottereau,02 40 33 81 25,https://cowork-notredame.fr/,Professionnels – Citoyens,T-D,,Cowork Notre Dame est un tiers lieu adossé à un établissement scolaire. Il est composé d'une micro crèche  d'un espace coworking et d'un LearningLab incluant des espaces hybrides tels qu'un Fablab  un Médialab et un LivingLab. La raison d'être de ce bâtiment est pédagogique (rapprocher le monde de l'enseignement et celui de l'entreprise) il est aussi d'inscrire l'établissement dans son territoire en proposant des services à la population locale et en étant un outil du développement territorial.,https://cowork-notredame.fr/wp-content/uploads/2019/09/14-visite-inauguration_CND-CA-24-09-19-1920.jpg,Association,NON,44,En activité,47.238253,-1.35526,21 Route de Nantes,21 Route de Nantes 44430 Le Loroux-Bottereau,Le Loroux-Bottereau,44430,undefined
La Folie,FTL,2 bis Avenue de L’Ile de France 85160 St-Jean-de-Monts,02 51 59 87 99,http://www.lafolie.fr,Professionnels,T,,Cet espace de service propose d'allier travail et plaisir lors de quelques jours en vacances à Saint-Jean-de-Monts ou encore de profiter plus souvent de sa résidence secondaire tout en bénéficiant d'un bureau à la mer pour répondre aux urgences de son activité professionnelle.,https://www.entreprendre-paysdemonts.fr/var/oceanmaraisdemonts/storage/images/mediatheque/entreprendre/la-folie-espace-innovation-saint-jean-de-monts-c-seml-saint-jean-activites-31/626352-1-fre-FR/La-Folie-espace-innovation-Saint-Jean-de-Monts-C-seml-Saint-Jean-Activites-31_xl-large.jpg,Association,NON,85,En activité,46.781851,-2.067508,2bis Avenue de l'île de france,2bis Avenue de l'île de france 85160 Saint-Jean-de-Monts,Saint-Jean-de-Monts,85160,undefined
La Loco Numérique,FTL,123 Boulevard Louis Blanc 85000 La Roche S/Yon,02 28 97 98 44,http://www.loco-numerique.fr,Professionnels,T,,Portée par La Roche-sur-Yon Agglomération  la Loco numérique est un lieu destiné à favoriser le travail  la rencontre et l’émergence de projets autour de la filière numérique à La Roche-sur-Yon.,http://loco-numerique.fr/wp-content/uploads/2018/09/Espace-coworking-ouvert-2-1024x684.jpg,Association,NON,85,En activité,46.674176,-1.435228,123 Boulevard louis blanc,123 Boulevard louis blanc 85000 La Roche-sur-Yon,La Roche-sur-Yon,85000,undefined
Le Village de la Vergne,CAPTL-FTL,68 impasse de la Vergne-Babouin  85000  La Roche-sur-Yon,09 72 61 05 81,http://sciclavergne.com/,Professionnels – Citoyens,T-O-D-C,1-2-5-7-10-11-14-15-17-18,Nous sommes un tiers lieu agricole biologique en activités principales Locations d'une salle des fêtes 50 personnes assises de terres agricoles (1 maraicher en EI + le potager extraordinaire) bureaux à l’année locations de salles de formation (assistantes maternelles rattrapage de point formations diverses liées au non à la terre…) lieu d’Assemblées générales conférences vernissages mariages anniversaires ateliers cuisines…) mais aussi insertion sociales avec 2 conventions de partenariats avec des IME (ARIA et AREAMS pour des formations en maraichage espaces verts cuisines entretien des locaux et activités au magasin de producteurs bios et locaux …) partenaire LPO … Notre magasin bios est ouvert les mercredi vendredi 9h30-19h et samedi matin 9h30-12h30. Notre café peut aussi vous accueillir pour déjeuner ou diner à 15 maxi. N’hésitez pas à venir nous voir.,http://sciclavergne.com/wp-content/uploads/2018/12/photo-La-Coloc.jpg,SCIC ou SCOP,NON,85,En activité,46.629219,-1.415033,Impasse de La vergne babouin,Impasse de La vergne babouin 85000 La Roche-sur-Yon,La Roche-sur-Yon,85000,undefined
Lab Ouest,PiNG-CAPTL,123 Boulevard Louis Blanc 85000 La Roche-sur-Yon,Non renseigné,https://www.lab-ouest.org/,Professionnels – Citoyens,T-O-D,3-12,Lab-Ouest est un tiers-lieu associatif à La Roche-sur-Yon qui est ouvert à tous les publics. Dans cet espace sont mis à disposition toutes sortes d'outils pour la conception et la réalisation d'objets. C'est un endroit de création collaborative qui encourage l’expérimentation  la pratique et la réalisation de tous types de projets. Dans un esprit d'échanges des savoir-faire et des connaissances  on peut s'initier à différentes technologies. On y trouve aussi des ressources matérielles telles que : des imprimantes 3D  des outils de découpes  des cartes électroniques de prototypage  des robots d'apprentissage  etc. Ce tiers-lieu s'adresse aux créateur.trice.s  bricoleur.e.s  étudiant.e.s entrepreneur.se.s  et hacker.euse.s en tous genres  qui veulent faire évoluer leurs projets  du concept à la réalisation.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/photolabouest_1.jpg,Association,NON,85,En activité,46.674176,-1.435228,123 Boulevard louis blanc,123 Boulevard louis blanc 85000 La Roche-sur-Yon,La Roche-sur-Yon,85000,undefined
Lab’Oddas’Sieux,FTL – CAPTL – PiNG,Maison de quartier 11 rue du Gaingalet 85200 Fontenay-le-Comte,02 51 69 26 53,http://oddas.centres-sociaux.fr/fabrique-numerique/fablab-fa,Professionnels – Citoyens,T-O-D,,La création de la Maison de Quartier des Moulins en 2016 est l'aboutissement d'une réflexion interne à l'association ODDAS qui porte un projet de centre social implanté dans un quartier prioritaire de Fontenay le Comte. Il s'agissait d'aboutir à la transformation d'un lieu consacré à l'animation jeunesse en un """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""autre lieu"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" ouvert promouvant les mixités sociales et générationnelles  en toute convivialité… Initié par la création expérimentale d'un Fablab junior en écho à une action """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Repair café"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" portée par des habitants  le projet de laboratoire de fabrication numérique  qui laisse une large place au bricolage traditionnel  s'est progressivement développé grâce à l'investissement de nombreux habitants partageant connaissances et compétences. Bénéficiant de plusieurs micro-financements  il trouve aussi sa force dans des partenariats avec des associations et des structures éducatives locales. Véritable lieu de vie  la Maison de Quartier des Moulins accueille aujourd'hui de multiples projets de fabrications et de médiations numériques.,https://www.cestpossible.me/wp-content/uploads/2017/12/fablab_06-1350x900.jpg,Association,NON,85,En activité,46.459185,-0.785164,11 Rue du gaingalet,11 Rue du gaingalet 85200 Fontenay-le-Comte,Fontenay-le-Comte,85200,undefined
Le Ludy Lab,PiNG-CAPTL,2 rue du Bocage Chambretaud 85500 Chanverrie,02 51 63 94 90,https://www.ludylab.fr/,Professionnels – Citoyens,O-D,,Le LUDyLAB est un living lab  un lieu de rencontre qui rassemble chercheurs  entrepreneurs  start-upers  artistes et usagers.  Ancienne friche industrielle réhabilitée d’une superficie de 4 500 m²  sa vocation est de permettre au plus grand nombre d’apprendre en s’amusant  dans la tradition des « Makers »  tout en découvrant les nouvelles technologies.,https://www.ludylab.fr/wp-content/uploads/2019/06/coworking_01-1024x576.jpg,SARL/SAS/SA,NON,85,En activité,46.922171,-0.962117,2 Rue du bocage,2 Rue du bocage 85130 Chanverrie,Chanverrie,85130,undefined
Le boc@l,PiNG-CAPTL-FTL,Centre social du chemillois 5 rue de la Gabradière 49120 Chemillé en Anjou,02 41 30 50 55,https://bocal.csc49.fr/,Professionnels – Citoyens,T-O-D,,Le fablab de Chemillé est un atelier de fabrication numérique où l’on peut utiliser des machines de découpe  des imprimantes 3D … permettant de travailler sur des matériaux variés : plastique  bois  carton  vinyle  … afin de créer toute sorte d’objet grâce à la conception assistée par ordinateur ou à l’électronique. Le fablab est aussi un lieu d’échange de compétences techniques.,,Association,OUI,49,En activité,47.217097,-0.727602,5 Rue de la Gabardière (Chemillé),5 Rue de la Gabardière (Chemillé) 49120 Chemillé-en-Anjou,Chemillé-en-Anjou,49120,undefined
Weforge Angers,FTL,25 rue Lenepveu 49000 Angers,02 44 88 93 18,https://www.weforge.fr/office-angers/,Professionnels–Citoyens,T-O-D-C,1-2-6-7,WeForge est une structure 100 % privée qui depuis 2013 accompagne les porteurs de projet dans leur réussite. Notre ADN est de proposer des solutions concrètes complètes et flexibles pour faciliter la vie des jeunes entreprises en les aidant à développer leur activité à des coûts maîtrisés ; en mettant à leur disposition des locaux en organisant des événements networking et des workshops thématiques mais aussi avec des mises en relation avec des réseaux d’entrepreneurs de clients d’investisseurs et de prestataires.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/refs/heads/main/photos/weforge-angers.jpg,SARL/SAS/SA,NON,49,En activité,47.472107,-0.551202,25 Rue Lenepveu,25 Rue Lenepveu 49100 Angers,Angers,49100,undefined
Espace OASIS,FTL,1 Rue Saint Samson 49100 Angers,02 41 86 19 18,https://oasisangers.wixsite.com/espaceoasis,Professionnels,T,,Espace de coworking à Angers.,,SARL/SAS/SA,NON,49,En activité,47.476745,-0.5433,1 Rue Saint-Samson,1 Rue Saint-Samson 49100 Angers,Angers,49100,undefined
Espace OASIS 2,FTL,12 Rue Saint Maurille 49100 Angers,02 41 86 19 18,https://oasisangers.wixsite.com/espaceoasis,Professionnels,T,,Espace de coworking à Angers.,,SARL/SAS/SA,NON,49,En activité,47.471331,-0.5497,12 Rue Saint-Maurille,12 Rue Saint-Maurille 49100 Angers,Angers,49100,undefined
